장소,별점,리뷰
,3,건물 외관이 독특하고 예쁜곳 사전예약 안하면 입장불가 그래서 방문 못했네요!
,5,"좋은 브랜드가 좋은 공간을 만들었음 웨이팅은 무조건 있지만, 기다릴만 하다!!"
,5,"디올 전시 멋지고,한번은 가볼만한 곳,전시장이 너무나 협소하고, 자유롭지 못한게 아쉬움"
,5,건물이 예뻐서 그런지 밖에서 사진찍고 있는 사람들이 많았다. 안에는 들어가보지 못해서 어떤지 모르겠다.
,4,멋지네요. 가격은 역시나 사악합니다. ^^;;;
,5,그냥 건물이 예뻐서 카메라 들고무작정 찾아간곳 주말이라 그런지 사람이 엄청 많았던곳 사진찍기가 굉장히 어렵고 입장은 어플로 예약해야만 갈수가 있습니다. 조금 인기가 누그러 들면 재방문하여 촬영을 하고 싶은 곳.
,5,"성수는 말그대로 옛날 골목이 그대로인 경우가 태반인데, 다 오래된건물이다가 왼쪽에 떡하니 디올 성수가 있어서 놀랬다.. 골목 걷다가 마주친건데 혼자 근사함 ㅋㅋㅋㅋ 넘예 안찍고 갈수가 없었다."
,4,그냥 사진찍기 좋았습니다~~ ㅎ 직원분도 나름? 친절하셨던거같고.....
,1,사람이 너무 많고 대기가 길어서 들어가보지도 못했네오 샤넬이었으면 이렇게 않했을텐데
,5,부담스럽지않고 모든 가방을 들어볼수 있어서 좋음 디올 제품을 살 사람이라면 방문해보자
,5,현장 예약 시 웨이팅이 길어요. 그래도 매장이 정말 예쁘고 직원분들이 친절해서 기분 좋게 볼 수 있었습니다.
JW메리어트 동대문 스퀘어 서울,4,"지인자녀 결혼식 참석차 방문함. 동대문 1호선, 4호선 지하철역에서 바로 연결되어 있어 대중교통 접근성이 좋음. 주말에는 지하1층 컨벤션룸을 웨딩장소로 운영중임. 웨딩장 인테리어가 고급지고 화려하게 세팅되어 있어서 호텔급 웨딩예약에 적절한 곳임. 별도 뷔페장소를 운영하지않고, 직접 웨딩룸에서 결혼식을 진행하면서 코스식 메뉴로 식사를 하거나 외부 식당을 활용할 수 있음. 호텔 웨딩이라 식사메뉴가 10만원/인당 이상으로 스몰웨딩장소로는 선정이 어렵고, 좀더 고급웨딩장소로 활용이 적절함."
,1,"뷔페 식당 이용했는데 가격에 비해 음식이 영 별로입니다. 간도 맞지않는 음식이 많고, 가짓수만 맞춘거 같고, 음식 재료 자체가 질이 떨어집니다. 이돈 내고 먹기엔 너무 돈이 아깝다는 느낌뿐입니다."
,1,룸서비스 1시간 걸려왔는데 차갑고 맛없음. 조식도 가격 대비 맛없고 뷰만 좋았음. 5성급 호텔이라면서 서비스 이렇게 엉망인 곳 처음 봄. 궁금해서 한 번 가봤는데 너무 실망스러워서 다시는 안 갈 예정. 10분 거리에 있는 노보텔이랑 서비스도 조식도 너무 비교됐음.
,5,이곳에 부페 식당을 가봤는데 너무 좋았어요. 음식 품위와 종류가 좋았고요....사람이 많지 않아서 조용히 즐겁게 점심을 먹었어요. 밖에 경치도 동대문이 코앞에서 보여서 좋았구요. 특히 음식 맛이 고급 스러워 뭐라 할말이 없었어요.
,4,옛날 이스턴 호텔 자리에 있어요 이용 안해봐서 모르지만 일단은 외국의 유수한 메리어트 보다는 못해보여요 단지 동대문 바로 옆에있다는게 외국인들한테는 좀 신선한 느끼일 듯 하고요 옷 사러 시장갈 때 편할듯 해요 또 먹는 시장 방산 시장 과도 그리 멀지않아요 시장가면 전통 공예품 사서 선물로 가져다 줄 수도 있고
,2,최고의 객실에 최악의 서비스... 도무지 이해가 안가는 수준임... 라운지 식사는 음식이 없어도 한시간째 채워주지를 않음... 기본적인 룸 서비스도 40분이 기본... 총 매니저를 바꿔야할듯... 일본과 중국 손님을 받아서 그런지 한국 손님에게 관심도 없음 JW라는 이름이 아까움...
,5,"객실 이용이 아니라 웨딩홀 이용, 위치는 좋음 서비스는 일부 지연되는 부분 있음"
,3,왜 밖에서 화장실 안을 들여다볼 수 있게 해 놨지.. 진짜 잠금장치도 없이 열어서 볼 수 있음 같이 묵는 사람끼리 암묵적으로 규칙을 지켜야 할 듯
,5,지하에 있는 카페 다녀왔습니다. 전철타고 내릴 때 가끔 들어가서 커피와 디저트 먹고온답니다. 커피맛있고 케익과 빵 품질이 고급입니다. 애용하는 공간입니다
,3,"함께 투숙할 친구 사정으로 이 동네 숙소 예약. 동대문 역에 있으니 당연히 뷰는 일찌감치 포기. 어마무시한 가격에도 예약했을 때는 나름 기대치가 있었는데. 객실 들어서자마자 흠..... 예상보다 좁은 객실에 깜놀. 저녁에 샤워하려다 욕실용품 아무것도 없어서 또 깜놀. 금방 갖다 주겠다고 하더니, 친구랑 얘기 나누느라 잊어버리고 있을때쯤 가져옴. 객실에 휴지도 없어서 욕실에 있는거 가져다 씀. 없는 게 자꾸 생기니 슬슬 짜증나기 시작. 메리어트호텔이 이래도 됨? 조식 역시 예상을 벗어나지 않고 넘나 허술. 경험했던 호텔 가운데 거의 최악. 국자가 없어서 황당해하며 말했더니 주방에 들어가 한참 덜그럭 거리다 가져옴. 시작부터 그러더니 맛도 형편 없었음. 메리어트호텔은 다른 장소에서도 찾지 않게 될듯.ㅠ.ㅠ"
,5,4년째 여기 클럽501에서 운동하고 있어요. 쾌적하고 수영장도 시간대 잘맞춰가면 사람 많지 않아서 좋아요. 코로나때 클럽 501 덕분에 수영도 계속 할수 있어서 좋아요.
,3,"1층에 도착해서 발레파킹 요청하니까 지하층으로 내려가라고하네요 뭐지?하면서 내려가니까 바로 지하주차장이고 발레파킹접수부가 있습니다 황당해서 접수하는 분에게 주차를 어디에 하는거냐물으니 바로 이곳에 주차한다고 합니다 발레파킹을 호텔입구에서 부터 대신주차해주는게 아니고 주차장까지 가지고 오면 주차라인에 주차하는게 발레파킹인가요? 가격은 27,000원이더군요 우와~ 도둑놈들이네 싶었습니다"
,4,객실이 좀더 넓은 곳으로 선택하느라 뷰는 정원(?)이었으나 오히려 어설픈 시티뷰보다 좋았었음. 클럽라운지 부실해요... 조식이 메인 뷔페에서 먹어서 그나마 다행이었음.
,4,호텔내부나 시설은 고급스러움은 덜하나 수영장이 다했음 사람도 별로 없고 고급스러워서 가족끼리 호캉스가기 좋음
,5,객신은 이용을 안해봐서 모르겠구 뷔페식당을 이용해서 가족모임을 했습니다 음식은 아주 깔끔하고 고급스러워 모든 메뉴를 조금씩 맛보기에도 차고 넘치어 가족모임 하기에 아주 좋습니다
,5,위치가 좋구요 산책로가 바로 앞에있어서 더 좋네요. 딸기페스티발도 좋아요
,4,"조용히 티타임하기 좋은 곳이다. 크리스마스 장식을 하는 상황이었지만, 그래도 사람들이 많지 않아 여유롭게 즐길 수 있었다."
창경궁,4,"좋은 기억으로 남은 창경궁에 다시 오게 되었습니다. 그 좋은 기억은 너무도 오래되어 당황스러움이 더 컸어요. 정보를 좀 알고 오는건데 말입니다. 종묘로 들어와서 아름다운 창경궁으로 돌아나왔던 터라 그걸 기대하고 갔습니다. 그러나 그 길이 공사로 인해 폐쇄된지가 십여년이 흘렀군요. 군데군데 복원공사가 진행되고 있네요. 어쩌나 싶었지만, 아름다운 춘당지에 마음을 빼앗기고 말았습니다. 목조로 만든 대온실도 지는 해에 더 반짝이고 있었고요. 해질녘 느즈막히 간 거라 그런지 아름다운 궁궐을 배경으로 스냅샷을 찍는 청춘들이 많네요. 좋은 시절이다 싶지만서도 그걸 피해서 관람하는 게 조금 불편하더라고요. 모두에게 열린 공간이니 너른 마음과 배려가 필요할 것 같습니다."
,5,갈 때마다 느끼지만 좋다! 도심 속의 휴식 공간이자 소중한 우리 문화재! 그리고 공원보다 더 좋은 쉼터. 창덕궁도 바로 옆이라서 함께 보면 더 좋다.
,5,"해설이 있는 창경궁 야간투어하고 왔어요. 예전에 낮에잠깐 왔을때랑은 느낌이 다르고, 문화안내해설사님의 설명이 찰떡이여서 1시간 반이란 시간이 넘 짧게 느껴질정도였어요. 아이들만이 아니라 어른들도 그냥 궁 구경하기보다 해설들으며 다니는 것이 더 재밌고 역사 드라마 본것도 막 연결이 되고 그러더라고요~^^ 그래서 다음엔 경복궁 투어를 해볼라는데~~~~창경궁이 넘 예쁘서 또가고싶네요~^^"
,5,"꽃구경하기도 좋고, 고궁들의 웅장함이나 전통적인 미를 체험하기 좋아요. 무엇보다 데이트코스로도 추천이니 커플들이 방문을 추천합니다. 입장료도 1,000원이면 갑니다👍…"
,5,"창덕궁에서 창경궁으로 가려면 입장료 1000원이고 오후5에 문이 닫히면 동문으로 밖으로 나가야하는듯합니다. 연못과 대온실, 통명전 등이 있고 산책하기에 좋았습니다. 😸…"
,5,"창경궁 너무 좋음. 야간개장을 이용하는 것을 추천합니다. 사도세자 등 역사적 사건이 많았던 장소로 역사적 배경지식을 알고 가거나, 가이드투어 상품을 구매하는 것을 추천 드립니다. 넷플릭스 킹덤의 촬영지로 홍화문을 등지고 바라보면 빌딩이 없고 옛날 모습 그대로의 궁궐 모습을 볼 수 있습니다. ※창경궁으로 입장하기 전 서울대병원 전망대부터 궁의 전경을 보고 입장하는 것을 적극 추천합니다."
,5,"창경궁과 창덕궁을 붙어있다. 주차는 너무 불편하다. 창덕궁 옆에 현대사옥 주차장을 12,000원을 내고 주차하는게 시간절약에 도움이 된다. 대중교통을 이용하고 시간을 넉넉히 가지고가면 구경할것 많다 가까운 거리에 광장시장과 청계천도 있다."
,5,창경궁은 넓고 분위기가 너무 좋아요 가만 창경궁 주차라고 하는곳운 정말 주차가 힘들어요...그 앞에 서울대병원에 대시는게.좋습니다. 더 가깝구요. 창경궁 입장료는 성인 1000원
,4,"요즘 일교차가 심해서 한낮엔 기온이 올라가다보니 땅이 질척질척한 곳들이 많아서 불편했지만 아주 오랫만에 하는 궁나들이는 정말 좋았습니다. 궁 안쪽 대온실은 꼭 가보세요^^ 봄, 가을에는 더욱 멋질듯요. 입장료는 천원예요."
,5,가을밤 산책하기 좋은날 방문함 전문해설가님의 설명을 들으며 조선 궁궐에 대해 깊이 공부한날 마지막주 수요일 문화가있는날이라 입장료도 무료로 이용함 평일이라 그런지 사람도 많지않고 주차장도 여유로워 너무 좋았음 영조와 사도세자 정조의 이야기를 들으며 깊은 가을밤을 만끽하고 왔던날
원보양꼬치,5,"중국음식문화거리내에 위치한 양꼬치 전문점입니다. 영동대교 북단쪽으로 더 가까운쪽 거리에 있으며, 찾기는 좋네요. 다른집보다 조금 두툼하게 잘라져있고, 식감과 맛이 좋네요. 약간 꼬리해서 중국풍에 더 가깝습니다. 서비스로 물만두를 계속 주셔서 배를 채우기에도 좋습니다."
,5,다녀본 양꼬치 양갈비 매장 중 상위권임 양등갈비 가성비가 좋음. 담백하고 잡내 없는 깔끔한 맛임
,5,양꼬치를 거부했던 저는 원보를 통해 양꼬치를 알았네요. 지금도 원보아니면 양꼬치를 못 먹네요. 꿔바로우도 맛있어서 좀 저렴한 세트로 먹으면 좋아요~ 실내도 쾌적해서 좋아요~ 지인들에게 추천해도 다들 엄지척이었어요.
,5,양꼬치말고 사이드메뉴만 먹었는데 맛있네요
,4,맛있당. 식당 내부도 깔끔하고 굉장히 친절하시다. 점심에가서 양꼬치는 안먹었는데 꼬치 종류가 무지많다. 담에는 양꼬치를 조질계획이다. 사진에 소배필볶음? 이게 진짜 미쳤다. 약간 그 뭐라해야될까 갈비탕 먹을때 뼈에 붙어있는 그 근막? 과 고기가 붙어있는 식감+맛의 부위인데 걍 존맛이다. 홍소st. 로 볶아서 나오는데 걍 이건 꼭드셈. 경장육슬은 양이 매우많으니 여렀이 왔을때 시킬것.. 만두도 피가 쫀득하다
,5,"건대양꼬치 맛집~~ 양꼬치 골목이 있지만 이집만 갑니다~~ 양꼬치, 꿔바로우도 맛있도 가지볶음 강추~ 마늘도 달라면 서비스로 주십니다~"
,5,양 등갈비 맛집 양꼬치 메뉴도 굉장히 많고 요리 메뉴도 굉장히 많습니다 양등갈비와 궁보새우라는 요리를 먹었는데 양 등갈비는 같은 바삭하고 속은 촉촉 쫄깃한 맛입니다 처음 먹어보는 맛이었는데 굉장히 맛있었습니다 궁보새우 역시 탱탱한 새우 튀김을 중국 본연의 소스로 무쳐서 나오는데 굉장히 맛있습니다 여러 세트 메뉴도 있어서 양꼬치와 요리하나 부담없이 먹기에도 괜찮은 곳입니다 주차도 가능합니다
,5,양다리는 처음 먹어봐서 가격대가 적당한지는 모르겠지만 일단 직원분들 친절하시고 맛도 좋습니다 시설도 깔끔하고 화장실도 깨끗하고 좋았어요^^
,4,양등갈비 먹으러갔는데 맛있어요 초벌해 나오는 등갈비를 테이블에서 숯향입혀서 한입 뜯으면 고량주가 절로 들어갑니다. 먹다보면 마지막엔 좀느끼한 감은 있으나 연태고량이 있기에~~~ 단 음식이 조금 늦게나와요
,5,너무 맛있게 먹었네요 ~~~ 잘 안먹는 양고기 맛나요 ^^
,4,남성 기준 최고 3명 이상 가세요~ 깔끔하고 친절함. 냄새도 적음.
,5,양꼬치도 맛있고 꿔바로우도 맛있고 물만두도 맛있고 가끔 많이 시키면 주는 서비스 마탕도 맛있고 중국인심 느끼고 가는곳.
,4,건대입구 양꼬치거리에 있는 꼬치집 이집 시그니처는 양다리 양다리 통째 걸어놓고 먹으면 세상 부러울 거 없다 가격도 아주 착하다 다리 하나에 크기에 따라 6~8만원 7만원짜리 하나면 4명이 충분하다
,1,"말라 비틀어진 양갈비, 재탕인지... 또 뭔 양념에 깨만 쏟아부엇는지 쯔란 맛은 하나도 안나고. 완전 별로 임"
,4,"이곳은 양꼬치보단 양갈비,꿔바로우가 더 맛있는거같아요 양갈비 가격도 그리 비싸지 않아서 자주 애용하는집이예요~"
오사이초밥,3,스시 오마카세가 어떤형식인지 입문하기 좋은곳. 가성비만큼 접근성은 좋으나 가격만큼의 퀄임. 고객역시 근처 대학생들 다수.
,5,사장님이 엄청 친절하시네요~ 저렴한 가격에 오마카세를 느낄 수 있는 곳입니다. 친구들이랑 분위기 내기 좋네요
,2,"가성비 오마카세로 유명해지고 있어서 방문. 가격만큼의 음식이라고 할 수 있겠다. 큰 기대하지 않았다면 그럭저럭 나쁘지 않겠다(런치 19900원. '23.2기준) 친절한 서비스와 깔끔한 인테리어가 마음에 들었다. 추가 구매를 살짝 유도했지만, 시간이 짧은 관계로 길게는 가지 않았다. 타임당 시간이 짧아서인지 (40~45분) 조금 촉박하게 느껴졌다."
,5,처음가봤는데 초밥도 신선하고 설명도 하나하나해주시고 맛도있고 분위기도좋고 맘에들었습니다ㅡ다음에 저녁에 또가보고싶습니다
,5,사장님이 매우 친절하고 재치있으셔요 오마카세 중 저렴한 편이지만 만족도는 최고였습니다 특히 간장새우가 최고라서 다음에 또 갈거에요~~
,4,한 달 반 전에 갔었는데 가성비도 좋고 셰프님도 친절하시고 분위기를 좋게 해주셔서 저희 부모님도 좋아하셨습니다. 그런데 저는 네이버 예약이랑 수기 명부 작성한 것밖에 없는데 왜 광고 목적으로 제 번호를 저장하시고 광고 목적으로 문자를 보내시는지 이해 불가입니다. 애초에 출입자 명부 작성은 확진자 관련해서 보건복지부에 보고하는 목적이고 최대 4주 동안 보관하려는 목적이 아니던가요? 한 달도 훨씬 지났는데 제 번호가 왜 오사이초밥 데이터베이스에 있는 것인지 불쾌하네요. 애초에 이런 목적으로 정보 제공하겠다고 동의한 적이 없는데 말이죠.
,5,오마카세 가 너무깔끔히 저렴하게 먹을 수 있는 곳은 처음봐요. 사장님 설명도 친절하시고 인상도 좋으십니다. 회들도 신선하고 식감도 너무좋아요. 하나하나음미하며 먹으니 환상~~!
,3,"가격대비 음식은 나뿌지 읺습니다. 저녁식사인데 술괴 음식을 1시간 10분 만에... 시간이 짧은 점, 다찌라고는 하지만 공간이 불편한 점이 아쉬웠."
,5,우연히 알게 된 오마카세 스시집인 오사이 초밥 정성이 가득한 초밥을 한점 한점 맛볼때 마다 감동이 밀려왔다. 정말 적극추천하는 가게
,3,가성비로 주변 대학생들 추천. 자체퀄이 좋은걸 원한다면 오마카세 전문으로 가시길
,4,오마카세 초밥이라서 비싸지 않고 저렴하다. 맛은 특별하지 않고 평범하다. 양은 초밥에 올라간 회는 조금 얇은 편이고 부족한 것을 채우기 위해 적은 회덮밥과 우동을 제공한다.
,5,광어가 녹아요 그냥 이타마에 목소리가 나긋나긋해서 차분하게 먹기 좋습니다
,5,저렴한 가격에 퀄리티도 나무랄 것이 없는 맛집
,4,"가까이 살면 자주 가고 싶은데, 일부러 가기엔 조금 아쉽고, 이거 참 애매하네"
,5,반드시 방문해봐야하는 곳 !!! 진심 존맛... 저렴하고 가성비 굿
,4,오마카세 굿! 저렴한 가격에 싱싱한 초밥 서비스 받고 디너도 가고싶다는 생각 함.
,5,맛과 가격의 조화로움
,3,런치 기준... 딱 그 가격 맛 광어. 연어 숙성은 맛이 좋음 디너타임은 먹어보고 작성예정
뚝섬한강공원,5,전철역 7호선 뚝섬유원지역과 연결되어 있으며 넓은 잔디밭과 주차장 편의점 화장실등 편의시설이 잘 갗추어져 있어 남녀노소 누구나 즐기기에 좋음
,5,"자전거 타기도 좋고 걷기도 좋고, 라면은 꿀맛. 뚝섬유원지역에서 가깝고 역 앞에 자전거 대여서도 있고 따릉이도 있어요."
,4,오늘아침 미세먼지 때문에 한강너머 롯데타워가 안보일 정도. 어떻게 하면 맑은 하늘이 가능할지...
,5,한강라면이 먹고싶다면 편의점가까운 3주차장이용! 단.. 공간이 부족 아이랑 간다면 편의점 화장실 놀이터가까운 3주차장 이용하면 좋음!
,5,낮과 밤 모두 시각적 정서적 만족을 줄 수있는 편리한 곳입니다. 접근성이 좋고 데이트를 하거나 조용히 자연을 바라보기에도 좋은 곳입니다.
,5,지하철 7호선 바로 앞이라 접근성이 좋습니다. 그리고 한강을 볼 수 있어 좋습니다.
,5,요즘 5월 잠깐 피크닉하기 좋아요. 텐트는 오후 7시 이후 이용 할 수 없어요. 시간 미리 확인 필
,5,밤에도 낮에도 예쁜 곳. 미세먼지만 없다면 산책하기 넘 조앙
,5,산책 또는 소풍하기 좋은 곳. 7호선 역세권이라 그런지 사람이 되게 많다. 청담대교 밑으로 지나가는 전철을 보고 있자면 여기가 서울이라는 사실이 실감난다. 뚝섬자벌레라는 카페도 있는데 가볼만하다.
,5,평일 저녁엔 굳이 돗자리없어도 될듯합니다 벤치나 데크가 잘되어있어 간단한 마실것만 사서와도 좋을듯합니다 시원한바람 맞으며 이곳에서 시간보내면 지상낙원이 따로 없습니다
,3,벚꽃이 절정인 휴일 오후에 다녀왔는데 사람들이 많이 찾아 그늘과 앉을 자리가 부족한 느낌입니다. 텐트 칠 수 있는 곳과 나무밑 자리만 깔 수 있는곳 모두 만원이고 벤치도 부족합니다. 시설 확충이 되면 좋겠습니다.
,5,가족과 다니기 좋아요 놀이터와 매점이 있는 곳은 3주차장으로 넓은 주차장과 잔디가 필요한 곳은 2주장으로 가시면 좋아요
,4,12시 이후엔 사람 많아요 텐트도 빠글빠글해요
,5,아침 워킹 러닝 산책하기에 이만한 장소없죠 한강이 집근처라서 너무 좋아요♡
,5,"여기는 서울의 강북과 강남을 이어주는 청남대교 북단에서 강남쪽을 바라보는 야경이 특히 멋진 곳이기도 하다. 청담대교의 야경과 경치도 좋고, 뚝섬 한강 공원 이 바오 뒤에있고 앞으로는 아리랑 웨딩하우스란 곳이 있다. 아마도 이곳에서 강위의 웨딩을 하는 곳인가 보다. 지난번에 롯데 타워가 몇년간의 공사를 완료 완공하여 그 기념으로 롯데 타워에서 아마도 언뜻 기억으로는 3만 5천발 이상의 불꽃을 터뜨렸다는 기사를 언뚯 보아서, 이모습을 담기 위해, 이곳이 가장 잘 보이는 곳이라 하여 방문하여, 촬영 하게 되었다. 엄청 많은 사진 동호인 들이 이곳을 방문하여 엄청 고생한 기억이 있다."
,4,한강이 있씀에 늘감사하는맘으로살아요~^^
어린이대공원,5,"5월23일 일요일에 아이들과 다녀왔어요. 놀이동산이 크지 않아서 중1딸과 초5 아들 맘대로 놀으라고 풀어주고 어른들은 그늘에서 쉬었네요. 동물원도 작지만 알차게 있고 식물원도 있고, 입장료는 무료라 동물원 포함 공원은 그냥 이용할 수 있고 놀이공원만 필요한대로 이용권 구매해서 이용하면 될 것 같아요."
,5,"좋은 접근성과 다양한 프로그램으로 시민들을 편하면서도 즐겁게 해주는 곳. 어린이대공원은 공원, 동물원, 놀이동산으로 크게 3부문으로 나뉩니다. 공원에는 상상마당, 분수대, 꿈마루 등이 위치해 있습니다. 어린이대공원역으로 접근 시 가장 먼저 공원을 만나게 됩니다. 공원의 분수대에서는 정오 쯤 분수쇼가 이루어집니다. 더운 날 사람들이 분수대 근처에 갑자기 모여든다면 분수쇼가 곧 시작할 때 입니다. 동물원에는 다양한 동물들이 있고, 놀이공원에도 많은 놀이기구가 구비되어 있습니다. 어린이대공원역이 이름값 하듯 입구 코앞이라 접근성이 아주 좋습니다! 그뿐만 아니라 시간적으로도 이용이 편리합니다. 연중무휴이고, 공원은 새벽 5시에 개장합니다. 동물원과 놀이동산은 10시에 개장해요. 영업종료시간은 공원은 저녁10시, 동물원은 저녁5시, 놀이공원은 저녁6시로 서로 다 다르므로 이용에 참고하세요!"
,5,"추석에 오랜만에 집근처여서 산책하러 갔다가 동물원도 가고, 식물원도가고 놀이동산까지 신나게 놀다왔네요😂😂😂 동물원은 바다동물, 맹수, 열대동물 , 소동물 이렇게 돌았고 식물원은 열대식물, 관목, 다육식물, 실내정원 이렇게 다녀왔네요~ 예전에는 있었는데 지금은 조류들이 없더라구요, 놀이기구는 어른 5개 이용권이 19000원, 1개 이용권이 5000원인데 패밀리코스터만 타고싶어서 어른 1개 이용권 구매해서 타고 마무리하고 집에 왔습니다ㅋㅋㅋ 패밀리코스터는 은근 어른들도 많아요. 놀이동산은 6시에 끝나는거 같기는 한데 시간 확인해보시고 가는게 좋을 것 같습니다~"
,5,"무료입장 할 수 있는데 동물과 식물들을 볼 수도 있고 지하철역과도 가까워서 교통편이 편리해요. 가족 단위로 많이 놀러오는데, 제가 아이 낳아도 아이 데리고 올 것 같아요. 조류는 현재 조류독감 때문에 볼 수 없어서 아쉬웠지만 다음에 또 와서 구경할려구요."
,4,"산책하기 좋습니다. 입장료도 없고 공원과 사파리 ( 규모가 작습니다 ) 놀이기구들이 있고 언덕과 나무 잔디밭이 있습니다. 걷고 싶은날, 공원에 산책이 필요한날. 방문해서 자연과 동물을 보며 머리를 비우기 좋습니다. 주차는 상상나라 지하 주차장에 하시면 됩니다 주차도 매우 편합니다. 공원따라 걷다보면 코끼리도 나오고 사자, 호랑이도 나옵니다. 휴식이 필요한때 방문해 보시길 추천합니다. 나무와 흙길이 좋습니다."
,4,"넓은 공원과 동물원, 식물원 무룝니다. 커다란 놀이터와 놀이기구(유료)까지 있어서 아이와 하루종일 있을 수 있습니다. 대중교통을 이용한 접근도 좋습니다. 가까이 있는 분들이 부럽습니다. 차분히 시간을 보내고 싶다면 어린이대공원을 추천합니다."
,4,몇년만에 온 이곳 아들과 아들 친구 가족과 잠시 들렸어요 아들 친구 가족과 오전 서울숲에서 신나게 놀고 쉬고 자전거 타고 재미있게 보내고 이곳에 왔어요 역시나 사람이 사람이 인산인해 입니다. 역시 오늘은 어린이들세상 입니다. 그래도 아들이 좋아하고 행복해 하니 저도 즐겁고 행복 합니다.
야마타니 우동,5,프로페셔널한 우동을 맛볼 수 있는 곳. 창으로 주방을 볼 수 있어 믿음이 갔으며 우동이 만들어지는 과정을 볼 수 있어 즐거운 곳. 테이블 수가 적다는 단점이 있지만 두 분이서 계속 바쁘게 움직이는걸 보니 딱 적절한 것 같았다. 본인은 일본음식은 간이 세다고 생각하는데 이 가게의 간은 그에 비해 약한 편이었다. 쫄깃한 면발이 인상적이었다. 다 먹을 쯤에는 느끼해진다는것은 단점.
,4,가격대를 생각하면 개인적으로 가미우동과 비교를 안할 수는 없을 것 같습니다. 야마타니 우동은 아마 멸치와 가쓰오부시를 베이스로 육수를 내시는 것 같습니다. 기본적으로 깔끔해서 좋았지만 개인적으로는 식사하다보니 물리는 감이 드는 편이었습니다. 튀김가루가 있다는 것을 식사후에 발견을 해서 아쉬웠습니다. 다음번에 튀김가루를 넣고 먹어보면 또 다를 수 있지 않을까 싶습니다. 튀김은 개인적으로는 치쿠와가 제일 좋았습니다. 치쿠와의 맛과 바삭함 둘다 좋은데 가격까지 싸기 때문에 사이드로 주문하는 것을 추천드려요. 다른 튀김들은 특히 감자튀김(해시브라운)은 많이 기름져서 깔끔한 국물가 대비가 되는데 이 부분은 호불호가 갈릴 것 같습니다. 개인적으로는 어울리지 않는다는 생각이 드네요. 집에서 가깝기만 했으면 부담없이 들어가서 전메뉴 답파해보고 싶은 곳입니다. 우동에 대한 내공이 상당한 곳인데 가격마저 저렴하니 들러보면 좋을 장소입니다.
,4,맛있다. 면도 쫄깃하다. 그리고 무엇보다 가격이 미쳤다. 이 가격에 이정도 퀄리티의 우동은 먹기 쉽지 않다. 어묵튀김은 생선의 맛이 살아있다.
,5,평일 저녁타임(5시)맞춰 10분정도 일찍도착했는데 평일임에도 앞에 2팀 대기중이어서 찐맛집이구나 싶었음. 자루우동과 튀김 시켰는데 우동 처음한입먹고 탱탱한 식감에 감탄했음. 국내에 자루우동을 파는곳이 많지않고 그나마 유명한곳은 손에꼽는데 내기준 합정카덴의 자루우동보다 좋았고 특히 가격까지 생각하면 여기가 완승임. 닭튀김이 유명하다는데 주방사정상 지금은 판매가 안된대서 새우튀김과 오뎅튀김 시켰는데 바삭바삭해서 우동과 곁들이기 좋았음.직원분도 친절하셨고맛과 가격까지 만족스러워 주변에 소개시켜주고싶은 곳임
,2,장점 저렴하다 면발이 좋은편 양 많음 단점 위생이 좋지않고 자리가 협소 오래걸림 냉우동 기회가 된다면 먹어보고 싶긴한데 갈 일이 있을꺼 싶다. 일본어로 우동이라고 히라가나로 적혀있고 옛널이름이 간판에 검정테이프로 가려져있음. 배고픈 대헉생들에게 딱인 집. 직장인들은 돈 더주고 더 멋난거 드세요.
,5,"근래 먹음 우동 중 으뜸이며, 현 고물가에 대비하여 6000원 7000원의 가격은 이해되지 않는다. 강남권에서 이정도 퀼의 우동은 만원이 넘는다. 먼거리를 이동하여, 먹을 정도의 좋은 우동입니다."
,5,솔직히.. 유명하다는 우동 집 중 가장 맛있었음. 대부분 튀김이 맛있으면 우동 면이 별로거나 그 반대인 경우가 많았는데 여긴 둘 다 만족스러웠음. 우동 면은 삶아서 나오기 때문에 시간이 좀 걸리지만 그만큼 쫄깃해서 기다리길 잘했다는 생각이 듦. 치킨 가라아게도 바삭하고 잡내 없었음. 진짜.. 맥주 땡기는 맛ㅠ
,5,요즘 외식 물가 생각하면 엄청 싼 편인데 맛까지 뛰어남. 무조건 재방문.
,3,미역이들어간 우동 육수가 약간 씁쓸한 맛이남 면과튀김은 맛있습니다 친절합니다
,5,여기 괜찮네... 가성비좋고 면빨이굿.. 튀김도 52c
,5,사장님.. 가격좀 올려주세요 오래 먹고 싶어요😭 먹어보면 우동에 진심이신게 느껴집니다. 면발이 반정도는 쫄깃한 떡같은 식감이에요 JMT. 너무 저렴해서 먹고나서 미안해질 정도에요. 메뉴 돌아가면서 다 먹어볼 예정입니다. 잘먹었습니다!…
