id	document	label
19334	과거의 맛집리고 제 기억이 너무 미화된건지, 10년 전부터 드문드문 방문해서 맛있게 먹었는데 마지막이 2~3년 전이라 뭐가 많이 바뀐건지.	2
17412	거의 다 구워서 나옵니다	4
6528	스탭분들이 손님의 식사 속도를 보면서 요리 내어 주는 세심함도 좋고, 요청 하기 전에 미리미리 챙겨 주시는 따끈한 차, 덜어먹을 수 있는 접시 등도 진심 마음에 드네요	5
701	1인분에 우삼겹 13000원이고, 3인분주문했습니다	5
20068	땅값에 대출에 대한 이자가 녹아있는	3
14636	이국적인 매운 맛이라 조금 이질적입니다.	4
13814	앉아서 먹을 수는 없습니다	5
2635	그곳 아주머니는 인심이 좋으셔서  좋습니다	5
8669	해파리냉채 5점 (제대로 만든 해파리냉채, 새콤달콤 개운함)	5
18476	-점심시간이 워낙 바쁜 곳이라 서비스 응대나 음식 속도는 국시집 치고 좀 느린편	5
6327	보통 2일 전에 예약주문해서 그런가 봅니다	4
7849	개인적으로는 경복궁이라는 고깃집을 별로 좋아하지 않았는데 (경복궁 본점도 가격대비 고기가 맛있다는 느낌이 없었습니다) 이곳은 달랐습니다	4
16169	체인점 같네요..회사 식당에도 적용하고 싶은 건강한 맛이네요..칼로리는 모르겠지만 다이어트 될것 같아요.	5
3194	음 가성비로는 여기만한 곳 없는건 사실	2
2910	여러군데 있을정도로 동네 상권은 거의 쭈꾸미가 전부였습니다	5
4500	언제나 붐비는 성수의 핫플임을 재확인	4
20065	왜 항상 비싼 것은 맛있는가..	4
4441	육수 맛이 뭔가 아쉽다	3
6602	고기가 두툼하고 맛있어요	5
4892	메밀 양도 푸짐하니 좋고 무즙은 넣으실때 물끼 살짝 빼서 넣어드세요 아니면 육수가 훅 싱거워집니다	5
12637	남들이 인정하는 곳의 맛을 몰라서	5
16427	갈비탕 가격은 너무 과하다	3
20241	먹다가 면수를 먹으니 담백하니 뜨끈합니다	4
2282	만두전골이 주메뉴 인데요 맛이 기가 막힙니다	4
13214	적극적으로 추천합니다	5
4655	강추	5
7428	추가로 소스통이 있지만 양의 차이가 아닌 농도차이라 다릅니다	4
12511	개성이 강한만큼 호불호가 좀 있을 것 같더군요	4
21552	여객항은 가봤지만 물류항은 처음이었는데 엄청커서 깜짝 놀랐습니다	4
14241	서빙이 빠르고 파저리 맛이 좋아요	5
6341	가성비 좋은 막국수를 맛볼 수 있음	3
20529	특히 매장직원 분이 자세히 설명과 안내를 해 주셔서 감사합니다	5
4468	일 히시는 분들은 힘들겠지만..;;	5
1803	다만 가스비용이 더 나오겠지만요	3
9715	최고로 치는 간짜장	5
17015	저처럼 외근하는 사람에게는 더할나우 ㅣ없지요	4
7406	다만 ,,,,  접객태도나	1
16424	아이들과 여의도 구경온 김에 햄버거	4
16032	홍콩식 중화요리	5
17107	배불러서 밥 못볶아먹은게 한이됨	4
1132	가격에서 당황했다	2
12599	3가지 선택 가격마다 메뉴가 추가되는 밥집	4
14508	그리고 점원들이 매우 친절하고, 김치가 떨어질때마다 계속 주십니다	5
2340	크리스피크림 오리지널 글레이즈드와 비교하자면 그보다는 덜 달고, 크기도 기본적으로 더 크다	5
13932	모든 메뉴가 정말 맛있었고 너무 만족스러운 식사였습니다	5
1969	백년짜장 맛집이라 1시간 기다려 먹었건만 너무 건강한맛이라 ㅎ 역쉬 한국인은 일반자장면이 맛이죠	4
3623	양꼬치뿐만 아니라 다양한 소재의 꼬치 맛을 볼 수 있고, 온면이 얼큰하게 맛남	4
18994	메뉴를 보니 마카다미아님의 리뷰를 보고 최근에 대학로 보통의에서 처음 접하고 매력에 빠진 아인슈페너가 보이길래 반가운 맘에 차도남 느낌의 바리스타이신것 같은 야구캡을 쓰신 분께 아인슈페너를 아이스로 주문하면서 금방 퐝뎅님의 리뷰에서 봤던 커피맛을 선택할 수 있는건가 해서 물어보니 아인슈페너는 커피맛 선택하는게 없다고 하심	4
12993	평일 오후 3시 반쯤 방문했는데 손님이 별로 없어 한산하게 먹고 나올 수 있었습니다	4
14245	보리둘비정식 푸짐함	5
2402	청국장은 두툼한 두부와 무우가 푹 익혀져 부들부들한 식감으로 먹을 수 있다	4
16986	곳이 많은데 그런곳이 불편하신분도	4
6083	신라면보다 조금 더 매콤한정도	4
9672	^^; 맛은 취향..	3
7819	동네 터줏대감이란다	4
9194	다음에도 또 가고싶네요~^^	5
5860	있을꺼라 생각합니다	4
14020	(다만 불편한 점이 있다면 화장실이 조금 멀리 있다는 점이었어요~)	5
5350	• 정자동 카페거리에서 가볼만한 맛있는 브런치 맛집이에요	5
11624	기본적으로 가격대비 적정한 편이며 음식 맛 역시 괜춘쓰	4
10401	이제는 소문나버린 나만의 맛집 대기가 있다 슬프다ㅠ	5
9117	다만 대기가 많으니 예약하고 가는게 편하다	4
12741	홀 손님이 확실히 많지 않았음	1
15349	저는 그냥  좌식 탁자에 앉있는데  의자 식탁도 있어요	5
8144	인절미 탕수육 정말 맛있습니다	5
20440	나올때 보니 대기 손님이 몇분 계시네요	5
14563	보기 드문 이에케 스타일의 국물이 정말 맛있는 곳	5
6062	굿굿	5
4449	담번에도 고기먹고 싶으면 재방문할 생각입니다^^	5
16895	온면과 게딱지장덮밥에 같은 간장을 사용해서인지 특유의 맛이 있다	4
20188	분위기나 공간의 느낌은 아주 좋았습니다	4
21618	특히나 식사가 나올때 바로 삶아 주는 국수의 맛이 꽤나 먹을만 합니다	4
13978	부담 없이 후딱 한잔하고 나오는게	4
15875	아직 늦여름이라 생각하던 그 느낌은 아니였지만 아늑하고 좋은 곳입니다	5
19610	일행 전부가 느낌이 안 좋은 상태에서 잔이 넘치도록 나온 커피와 매니저의 태도에 당황하고 매우 화가 났습니다	1
12874	프라이빗한분위기	4
2732	풍납동 회 맛집~~~~	5
12714	밥은 셀프코너에서 무한리필	3
17061	공간을 즐기기 좋은 카페였다	4
2717	고기도 질기지 않고 국물맛도 좋고 왕갈비탕 훌륭함	5
12946	완전히 개판입니다	1
12179	만두는 그냥 만두였음 : )	4
19501	보증기간이라 무료로 받았는데 보증기간이 아니면 40만원 넘게 나온다고 설명까지 친절하게 해주셨습니다.	5
12722	네에  서예하시는 어머님따라	5
11253	5kg 미만까지 입장 가능	4
10694	맥콜서비스	4
17028	비빔면은 약간 달콤한, 도동탕면은 은근 칼칼한, 파전은 바삭한 맛이 아주 일품이에요!!	5
17053	먹다가 놀랐네요	2
1374	제 입맛에는 다 맛있었어요	4
6004	그냥 가만히 서있게만듬ㅋㅋ....이런 하이마트처음이네요	1
7799	(저와 일행 두명 모두 식사를 마치고 기본우동이 가장 맛있었다고 생각했습니다)	4
2461	야경도 되게좋았습니다 추천합니다	5
24	칼칼하고 고소한 곱창전골에 소주 일잔하기위해 중앙해장에 들렀다	4
19914	부드럽고양념이된고기인듯 씹히는느낌이좋아요	4
13338	2022년엔 u+ 할인이 끝나서 아쉽네요	5
12825	육수는 찐득할 정도로 점도가 높아요	4
16645	그래도 한 번쯤 방문해보는건 나쁘지 않아요.	4
21698	예전보다 대기가 길어졌다	5
19422	항상 지인분있으면 데리고 여기로오는데,	5
17074	유명세에 비해 핏자가 아주 맛있냐하면 잘 모르겠다 정신없고 소란함	3
11103	단맛과  콩가루가  따로  놀았어여	4
19128	주차공간 협소함,  웨이팅 최소 1시간 이상	3
18489	맛은 무난하지만 직원분들이 엄청 친절하시고 인테리어는 편안한 분위기에 깔끔하네요.	4
2269	많아서 자리 잡기 힘들어요~!	4
12587	맵고 소주가콸콸들어감.	4
16322	근데 이건 마제소바 자체가 그런 맛이라고 생각하면 납득이 갑니다	4
3983	밑반찬도 리필해서 먹을수 있고 강력 추천합니다	5
19617	맨 처음 내어주신 조개육수가 들어갔다는 계란찜은 딱히 맛이 좋거나 온도감이 충분히 좋지도 않아 그냥 그렇고 이모님들이 스시를 손으로 집어 먹는 경우 손을 닦을 테부끼를 세팅해 주시는데 이런 걸로 고급진 느낌을 주려는 건가 함	2
7612	이곳은 양꼬치보단 양갈비,꿔바로우가 더 맛있는거같아요 양갈비 가격도 그리 비싸지 않아서 자주 애용하는집이예요~	4
8532	확실히 해장되는 맛있는 콩나물국밥집	4
12785	반찬도 정마랏있습니다	5
1081	새우도 일반 작은 새우가 아니라 큼지막한 칵테일 새우급이 떡하니 들어있어서 인스턴트 새우버거 맛과는 완전 다르네요~~	4
2865	소자 주문은 아예안받으려함.	2
12008	식사메뉴로 순대국밥도 있고, 술국이나 잔치국수 등도 판매한다	4
8592	친절한 직원들	4
4590	샌드 메뉴가 정말 맛있어요	4
5038	기본 반죽자체가 존맛탱임.	5
8453	오늘도 많은 사람들로 분주하다..	5
6509	혼자가기좋고 의자도 빼주시고	4
14819	1	4
17355	사람도 많아서 대기도 꽤 해야합니다	5
2786	국물이 시원하고 깔끔해요	4
16845	직접 고장난 물건들을 손수고쳐사용~.^^	5
11286	밀푀유 최고..	5
4553	주말 12시 50분쯤갔는데 웨이팅 없이 운좋게 바로 앉아서먹었습니다	4
5812	테이블 수가 적어서 시간이 지나면 웨이팅 해야 할 듯	5
20607	서초동이라 가까워서 들렀어요	5
2853	역시 사람많은 코엑스 더사람 많은 스타벅스였지만, 잠시 차한잔하며 쉬기에 부족함은 없는 장소였어요	5
8376	이후에 또 다른 친구에게 추천해줬는데 친구1은 처음에는 너무 맛있었지만 느끼해서 다 못먹고 남겼다고 하고	4
5188	물론 밖에 있는 설치물 덕수궁 입장료 (각 한명 2000원) 있습니다	5
14683	쇼핑중 계산하고 먹는 공간도 있어요	4
6550	간단한 주류와 음료도 함께 판매중.	5
18028	여기에서 스즈메의 문단속을 봤는데 정말로 재밌었고,또 5월5일에 슈퍼 마리오를 봤는데 완전 반전이였어요.꼭와보세요	5
10033	뿌빳뽕커리는 같이 시킨 음식들이 간이 세서 그런지 약간 간이 좀 약했긴 했지만 그래도 부드럽고 소프트크랩도 꽤 많이 올라감	5
8493	기대치가 높아서일까 명성에비해 만족도가 낮았음	3
7779	회전율이 빨라서 그렇게 오래기다리지않습니다	5
9060	단, 묘하게 직원분들이 다소 험하다 ㅠ	5
3768	대존맛탱	5
8306	집앞이라 편하게 가는데	5
3911	양이 엄청 푸짐해서 놀란거있죠 기대도 안했는데 엄청 잘 구워졌더라고요~ 저는 마른 안주 중에 먹태를 굉장히 좋아한답니다	4
3710	후자가 더 맘에 들었습니다	4
11858	노포라고 하니 술이랑 안주도 함께해보면 좋겠다	5
10078	너무 얊게 썰어서 나오며 가격도 퀄리티대비 너무 비싼듯 합니다.	4
317	오랜만에 들렀는데 종류가 더 많아진것 같더군요	3
19556	여의도 스시 오마카세 전문점으로	4
4237	로제도 맛있으니 여럿이서 다양하게 시켜서 나눠먹는 것도 추천한다	5
18416	또 먹고 싶네요.	5
5232	미리 고지를 해주었으면 함.	4
16168	코스트코 가다가 우연히 들렀는데 대박이네요	5
13206	밥집이라니 ~~ 와우	5
14131	너무 기대가 커서 그런가..	1
14472	초장집	2
20686	적당히 매콤하고 당면 추가하면 맛있어요	5
3588	초지일관 초심을 잃지 않는 마음으로 좋은 음식을 제공하겠다는 사장님의 의지를 담아 가게이름이 초라멘임,	5
20677	안주도 맥주도 정말 훌륭했어요~	5
7361	건강검진하고 뽑은 피 보충 할겸 1년에 한번 오는데 일부러라도 더 자주 오고 싶네요	5
1893	대기는 필수인거 같아요	5
10868	일단 친절해서 너무 좋았어요	3
3530	정갈하고 차분한 실내 분위기	5
8315	직원 수가 다소 부족해보임	3
9311	지나치게 비리지 않고 덜 짜고 맛있습니다	4
10857	불친절한 직원분 말투 덕분에 옆에 듣고만 있던 나도 너무 짜증스러웠습니다	2
14907	애견동반 카페여서 잠깐이지만 불편하지 않게 있다가 가요	5
1493	현지화가 잘되서 한국인들 입맛에 딱 맞고 만약 부모님이 오신다 하더라도 부담없이 먹을 수 있는 맛있는 맛이다	5
11236	친절한 것 같진 않아요	3
2845	셋이 가서 대창, 홍창, 특양과 차돌볶음밥을 시켰는데 특양이 특히 너무 맛있더라구요...	4
8928	저희보시고는 청소해드릴까요~	5
10855	맛은 별 3.5점을 주고 싶은데	3
9558	라면국물같은 시원한 맛	5
6873	6시 45분부터 웨이팅 엄청많아졌음.	5
1453	여전히 제철 식재료로 맛있는 한식 한상 차려주셔서 너무 맛있게 먹었습니다 :) 신선한 재료들의 단맛 너무 잘 느꼈고 반찬도 국도 넘 맛있었어요	5
19188	24시간이라서 너무 좋아요	4
5604	먹어본 중식중 최고 입니다 너무 맛있고 하나하나 친절히 설명해주시는 사장님 덕분에 즐거운 시간이였습니다	5
6106	3명 이상 가면 한명은 꼭 주문했으면 하는 메뉴	5
21658	방에서 가스 냄새같은 것도 나고 에어콘 고주파 소리도 나서 열락했더니 방을 바꾸어 주어서 겨우 잘 수 있었어요.	2
6402	원래 사장님이 더 이상 조리를 안 하시는 건진 모르겠지만  저는 더 이상 방문하지 않을 것 같아요.	2
9191	무생채무침은 홍어회무침같이 새콤한 양념이 특색있어서 닭도리탕과 궁합이 좋음	4
13762	매장이였고 조용히 한잔 하시려는 분들은….	4
14660	다음에도 지나갈 일 있으면 구입하고 싶네요.	4
6238	예쁜사장님의 예쁜 센스가 돋보였어요 🌸	5
7541	주차를 해준다는 장점이 있으나	2
13410	와사비를 따로 바르고 생강으로 간장을 묻혀 먹는 방식입니다	5
7608	아쉽다	3
1944	고깃국물을 우린듯한 맛이 나지만 특별한건 없음	3
16410	다만 이용시간이 한시간인 것이 조금 아쉅네요.	5
16467	직원분들이 친절하고	5
8395	계란을 반 갈라주지 않고 하나를 통째로 넣어주는데 노른자가 흐르는 정도의 반숙란임 맛달걀 이라기보단 맛달걀 색을 한 반숙란	3
5675	맛은있는데 한국토종 입맛에는 느끼할듯	4
8839	새로운 브랜드 입점되서 기대가 되고 갈때마다 하나씩 먹어보는  재미가 있을것같네요	4
21532	직원분들 친절하시고 포테이토피자는 너무 맛있어요	4
5904	주문 한 손님 바로 앞에서 기다리는데 새로운 직원 라떼 내리는 연습시켜서	2
14206	음식은 가성비 갑	5
19641	평일 인데도 점심시간에 줄을 서더라구요 이런...	4
20361	어복쟁반 심심한 국물이 끓이면 끓일수록 곰탕 국물처럼 고소해 진다	4
2272	자극적이지 않아 계속 먹을 수 있는 맛	4
15867	전처럼 무한 리필에 가까운 건 아니지만 푸짐한 상차림에 돌솥밥 한 그릇 비우는 건 아무 것도 아니고 솔직히 배가 너무 불러 많이 먹기도 힘들었습니다.	5
10892	발리우드에서 인도 음식을 즐겨보세요	5
711	어느정도 먹었다 싶으면 간마늘을 넣어서 먹어보세요...또다른 맛이 나더라구요...해장국 하나에서 3가지맛이 나서 너무나 좋았어요!	5
2881	Tastes really great and I loved it a lot	3
203	면에서 메밀 향도 별로 없고 질퍽거려서 별 맛이 없었음	3
8475	의자가 좀 불편한거 말곤 전부 좋았어요.	5
12005	그리고, 이곳은 특인데 고기만 메뉴가 있습니다 참고하세요.	4
17596	그렇다고 좋치두않앗어영	3
3060	최근 2호점이 생기고 1호점 이용 시 사람도 적어 더 쾌적함	4
889	주차 하기 어렵고 가격이 좀 세서....그래도 이정도 해장국이면 가끔 가서 먹어요.	5
10623	그래서 대부분 손님들이 먼저 친절함을 보입니다 ㅎㅎ	4
11276	예약제로 운영되고 있고 코스별 가격차는 있지만 나는 m코스(1인 10만원)을 먹었다	5
14117	강추	3
14139	와 진짜 개꿀맛 🤤🤤 4명이서 폭식 파티했네요..	5
19934	바쁘면 온 순서대로 주문 못받을 수 있습니다	1
19498	미드선도 챙겨주시고!	5
14269	골목안쪽에 자리하고있지만 찾아가게되는 디저트 맛집	5
19109	영화도 재밌어서 더 신나는 하루였다.	4
9705	음료도 적당한 가격에 여러 종류, 특히 차가 맛있어요	5
16186	두명이서 6만3천원이면 적게 시킨것도 아닌데	1
162	아이가 참 좋아해서 단골입니다..^^	5
16245	신의 한수!	5
2312	바픈데 엄청 잘 챙겨줘서 일 잘하는 식당이라 생각됨.	4
10072	13	4
11960	기대하지 않고 들어갔지만 상당히 맛이 좋았던 곳	5
68	저렴한곳은 아니었네요	5
18518	다만 향신료에 냄새가 예민하신분이라면 고려해보시고	5
12771	처음드시는분은 페이버릿 그리고 슈퍼파파스 드셔보셈	5
17384	많은 사람들이 가성비를 이야기하지만 가격에 비해 퀄이 더 떨어진다는 느낌을 받음	3
2846	날 좋은 날 테이크아웃해야지 추위에 더위에 1시간 이상 웨이팅은 힘든 것 같아요	5
8263	깔끔하고 아담한 공연장이였습니다	4
2192	나쁘지 않은 중식 맛, 다만 가격은 상당하다	3
9092	명란 소고기 덮밥, 사케동, 가츠동 주문했어요	4
15465	돈코츠(돼지뼈) 라멘이 주 메뉴이며, 바리에이션으로 매운맛, 바질맛 등이 있다	4
6348	감자칩 리필, 음료도 리필해주시네요	5
17226	오랜만에 영화를 보러 방문했다	4
10065	[카오카무] 고기가 매우 부들부들했으며, 같이 주는 우거지도 잘 삶아져서 비린맛없이 맛있게 입가심할 수 있었습니다	5
16500	버려진	4
14586	마신 맥주컵은 앞에있는 세척기로 세척해서 다른 맥주를 마시면 됩니다.	4
15600	응급실 방문때 숨이 넘어가는 응급한 환자에다 대고 이름 주민번호 연락처 보호자 연락처 계속 물어보면서 안들여 보내주는거 보고 무슨 상황인가 싶었음 나중에 확인하면 될텐데 숨도 못쉬는 환자가 대답이나 할수있나;	1
6289	참고로 주차는 옆에 다른 건물과 같이 할 수 있지만 거의 어렵다고 생각하심 됩니다.	4
1410	상냥한 사장님의 미소는 단골이 되고 싶게 하죠	5
935	한 30분 웨이팅하고 들어갔지만 웨이팅 싫어하는 나조차도 40분까지는 기다릴 수 있는 가치가 있당	5
3904	7000 원이라는 가격을 주고 먹을 가치가 아닙니다	3
14028	10일째 저녁식사를 못하셨다함	5
17781	고기, 밑반찬, 후식 및 서비스 모두 좋음..그러나 가격이 비쌈	4
5727	맛있기도 하고 둘이서 2인분 시켰는데 약간 모자라서 이번엔 삼겹살구이로 2인분 추가했어요	4
7630	구테로이테는 버터스카치에 크림과 쿠키가 올려져 있어 스푼으로 쿠키먼저 ...	5
14818	사전에 리뷰를 보고갔기에	5
18985	손님이 먹은 금액을 알던 모르던 얼마라고 말하고 돈이든 카드든 받는게 당연한거 아님??	1
8722	지금은 코로나로 손님을 더 적게 받아서 아주 조용하게 즐길 수 있어요	5
19402	맛도 맛인데 직원분들이 너무 친절해서 기분이 좋았습니다!!😄	5
21807	단 예약은 필수...	4
141	제철인 숭어는 맛이 짱!	5
12619	인기있는 이유는 있음,,목살이 저리 부드럽다니,,상상초월~~구워주시는 횽님 누나들이 있어 더 맛있게 느껴짐!	5
17111	진짜 인테리어 예쁘고, 커피도 맛있는 곳	5
3390	커피를 사랑하시는 커피지기이심이 느껴집니다.	5
16086	덕분에 정말 기분 좋게 식사할수 있었습니다	5
7167	깔끔하고 맛나서 국물 더 달라고 했습니다	5
8015	서비스	4
5263	줄서는 식당	2
2587	30분 기다려도 가치있는 식당입니다.솥뚜껑에 굽는 삼겹살, 맛이 좋습니다	5
547	행사를 자주 하는 편이며 내용도 대체로 합리적입니다	5
795	가성비 좋은 맛집이라 기회되면 또 들르고 싶은 식당이다.	5
3427	기본 밥으로 나오는 열무비빔밥도 양이 많아서 든든하게 먹을수 있음!!	5
14274	프레첼스콘과 말차스콘 맛있어어요	4
13400	고기가 맛있는가	4
12736	명란버터밥 2500원	4
14566	비건 식당이라해서 생소했으나	4
12168	세계문화유산  하회마을	5
20244	내부가 넓진 않지만 쾌적하게 기분좋은 식사 하였습니다	5
15804	그때서야 나이들어보이는 종업원이 외국인 종업원을 시켜 나가보라하더니, 외국인 종업원이 나와서 하는 말이	1
13998	주차 2시간 지원되며 넓고, 자리 충분합니다	3
13825	양도 많고 고기 씹히는 식감도 만족스러워요	5
10611	회사 근처 커피숍 중 자주가는 곳	5
3066	자양동 최고의 양식집임ㅠ	5
15654	퀄리티도 좋고 친절하다	4
20771	가격은 높은 편	2
13213	사회를 보신 교수님과의 대담을 이렇게 가까이서 본 것도 행복이구요	5
21355	2인분인데 양 진~~~~짜많아요.	5
9369	1마리 가격은 저렴해요	4
10043	가격이 너무 비쌈	1
11821	마지막 숙박자였다고?	1
16570	저렴하고 가성비 굿	5
20729	튀김이 깨끗해서 좋았네요.	3
1266	그런지 테이블마다 반찬	5
997	창경궁과 창덕궁을 붙어있다	5
11905	첫날은 커피만 마셨었는데, 커피는 *페루&과테말라*산 안티구아라는 원두를 사용한다고 나와 있습니다	5
12547	하얀짜장은 '아 이런맛이구나'정도.	5
2599	고기에 간이 맛있게 되어있고 튀김옷도 간이 되어있는지 바삭은 기본이고 잡내 없이 우리입맛에 딱 좋았어요	5
7545	객실도 넓고 깨끗한 편입니다	5
17071	참고로 아웃백 어플을 받으시면 추가 할인쿠폰을 사용할 수가 있습니다.	5
12038	내장수육은 누린내가 많이 나지 않고 쫄깃한 식감과 고소한 맛이 상당히 좋다	4
20804	시켜 아들 딸 사위 해서 5명이 먹었는데,	5
15824	할인받아3인분에 20,400원에 먹으면서 이야기를	4
2919	그외에	5
8540	튀김은 기름이 중요한데 튀김자체에 기름이 쫙 빠진느낌 서비스는 친절하지도 불친절하지도 않는 적당함 간장소스는 많이 짜지않고 달달함 평일 1시 반쯤 가니까 웨이팅 없이 바로 먹음	5
18492	근처갈일이 있어 대학생들 많은 돈까스집 방문하였습니다	4
2724	왁자지껄한 소주집, 안주 맛있으며 깔끔 합니다.	4
13599	화이트 인테리어가 돋보여요	4
18348	샥스핀도 맛있어요	5
5069	근데 기다리는 줄이 미쳐서 가게 들어가서 먹고 싶어할 일은 없을꺼 같네요.	5
94	모두가 참여하고 즐길 수 있는 공간입니다	5
7109	찍어먹는 간장	4
10987	바프 끝나고 건강하면서도 맛난 한식 먹고 싶어서 갔는데 진짜 너어어어어어어무 맛있어요 재방문의사 1000%예요 두부 너무 담백하고 고소하고 삼삼하면서도 살짝 간이 되어 있어 다른 반찬 없이 술술 넘어가구 호박전은 미쳤어요.	5
6208	만두가 진짜 맛있어요	3
2760	짜장면을 먹어보지 않아서 모르겠지만	4
19171	하얀짜장: 전분소스에 면을 비벼먹는 맛	3
2820	현장 웨이팅이라 매장 앞에서 대기해야 하는데 앉을 공간이 부족한게 아쉽습니다.	5
7232	아쉬운 것은 같이 나오는 새우젓이 새우함량이 매우 적습니다	3
15271	파전은 어찌 튀겼는지 바삭함이 매우좋았고, 기름이 고이지 않도록 파전 전용 용기에 나온것도 무척 맘에들었다	3
3480	탄탄면 국물이 차가워서 냉탄탄면인줄	2
2405	양고기 특유의 향을 기대한다면 적합하지는 않다	4
17275	🌟특징: 감자칩, 탄산음료 무한리필	4
204	디저트로 먹는 셀프 아이스크림은 꼭 빼지 말고 드세요 육식으로 느끼함을 모두 지워 줍니다	5
9073	카페 투어 하는 사람으로서, 커피를 진심으로 좋아하는 사람은 꼭 가보길 추천한다	5
3732	행당동에 위치한 우동집입니다	4
17079	확실한건 기존의 스시야와는 다른 느낌이며 나의 취향과 셰프님의 취향 사이의 간극이 좁혀진다면 참 좋아질만한 공간인듯 하다	3
9730	감자도 포슬하게 맛있고, 볶음밥 진짜 심플한데 맛있는 데, 뭣보다 소스가 도라이~ 평범한 쏘스에 양파,고추 다진 것만 넣은 것 같지는 않아요	4
13482	Ps : 강남 + 한우 + 분위기 의 가격입니다.	5
617	계란말이는 진리입니다👍	5
21177	짜지 않고 담백한 덧이 특징이고 무나 두부, 고기 등 건더기 많고 리필도 됨	4
19849	크램차우더와 샌드위치는 맛있지만 정작 서울라떼와 피콜로라떼는 그저그런 맛이었다	3
15829	시그너처 메뉴 등 필요	5
21088	열정적인 사장님	5
11406	살도많고요~	3
21457	혼밥하기도 좋고 데이트할때도 좋은 것 같습니다	4
16469	맛은 있으나 크게 특출난 맛은 아니다	2
12855	조금 특이한 식사를 하고 싶다는 생각이 들때 시도해볼만한 집입니다	5
20016	12년정도 다닌거 같네요 요즘 냉면육수가 맛있어 졌어요	4
14597	후기보고 갔는데  제 입맛에 딱 맞아요😊	5
8614	동네에 이런 곳 있으면 식대지출비용에 많이 개선될 것 같은 부러운 생각이 든다.	4
20670	결국.	5
19895	본의아니게 모든 테이블이 다 누룽지해물탕을 먹고 있는지라	4
17353	예전에 처음 방문했을때 종업원이 3명이면 大자 정도는 먹어야 알맞다길래 大자 시켜 먹었다가 배가 너무 불러서 1인당 2500원씩 낸 샐러드바는 거의 먹지도 못함	1
16194	쉼에 대해서 한번 생각해 볼 수 있는 전시 로그아웃	4
18764	추가 공기밥은 무료이며, 특이하게 차슈를 잘게 잘라 넣어준다	5
923	프랜차이즈 쌀국수집보다 나은 베트남 쌀국수집	5
4857	이게 제일 신기함	5
2104	굳이 과하게 친절할 필요없고 할 일만 해도 되는데 .	2
20460	평양냉면	4
2218	고려시대 철조여래좌상과 비어버스의 태극기가	5
15484	신축 그랜드오픈한지 꽤 지났지만 그래도 주변에서 주차, 시설 편의성이 가장 좋고 등심, 갈비살, 언양불고기, 김치찌개의 조합은 형용하기 힘든 꿀조합입니다	5
983	가족 단위로 외식하기 너무 좋습니다	5
2403	I’ll recommed you HoHo tteokbokki	5
3104	가격이 너무 착하고 기본찬이 깔끔하다	5
849	Reasonable price for good facilities	5
7385	고기가 두텁고 야들야들해서 좋아해요	5
11376	사장님 매우 친절함	4
18163	힘들었지만 그만큼의 가치가 있었음	4
9180	지금은 사라진..	4
16062	40분 동안 대기만 하다 나왔네요	1
2967	Myunrang-sal Hotdog on Pyeongchon station(명랑 쌀 핫도그 평촌역점) is a Korean style corndog snack bar near Pyeongchon station, Anyang	5
13420	테이블은 2인용 3개 정도뿐인데 테이크아웃을 많이 하시더라구요	5
9339	떡 기준으로 2인분/ 3인분/ 4인분/ 5인분	3
5607	Staffs are friendly, and the food is great	3
4600	하지만, 판교에서 이 정도 돼지는 몇개 없다	4
6356	추석에 오랜만에 집근처여서 산책하러 갔다가 동물원도 가고, 식물원도가고 놀이동산까지 신나게 놀다왔네요😂😂😂 동물원은 바다동물, 맹수, 열대동물 , 소동물 이렇게 돌았고 식물원은 열대식물, 관목, 다육식물, 실내정원 이렇게 다녀왔네요~ 예전에는 있었는데 지금은 조류들이 없더라구요, 놀이기구는 어른 5개 이용권이 19000원, 1개 이용권이 5000원인데 패밀리코스터만 타고싶어서 어른 1개 이용권 구매해서 타고 마무리하고 집에 왔습니다ㅋㅋㅋ 패밀리코스터는 은근 어른들도 많아요	5
12367	내  단골집!	5
2560	사이드도 기대이상으로 잘 나오더라구요	4
3656	진짜 가격이 너무 비싸서 큰맘 먹어야 가는 곳 곱창 냄새 안나고 반찬 구성도 고급스러움	4
18531	브레이크타임 끝나기 20분전에 가니깐 20분기다렸다가 바로 입장했어요~ 다만 큰갈비들어가는건 재료소진이라 못먹었네요 ㅠㅠ	5
10313	하니 간이좀 센편이긴 했지만 맛있었습니다	4
11649	김치는 온라인 주문도 가능.	5
18532	그런 분위기를 즐기고 싶을때 딱입니다	4
7040	맛도 최고	5
3299	저는 처음 이횟집을 회사 선배를 통해 처음 방문했는데	5
8528	창가쪽에 앉아 책읽거나 집중하기 좋은 곳인듯 합니다.	5
15839	주인 아주머니는 친절하셨고, 파니니는 맛있었다	4
15411	빵이랑 고기랑 치즈만 들었는데 고기에 육즙이 잔뜩인 것도 아니고 맛이 좋은 것도 아니라 두입쯤 먹으면 물림	3
16611	평일은  모르겠는데  일요일은  몇팀없어서	5
12990	함께해준 석창우 화백의 즉석 포퍼먼스지만 싸이클 경주모습을 순식간에 그리기까지 얼마나 반복적인 연습과 영감이 떠오르며 그렸을까요	5
4710	Overall my suggestion is STAY AWAY	1
11430	오래된 건대 라멘 맛집..인데 예전 같지 않습니다	2
4760	가족 지인들과 한끼 하기에는 후회하지 않을 음식점입니다.	5
